Date;Open;High;Low;Close*;Adj Close**;Volume
Oct 17, 2017;436.50;440.75;433.50;434.75;434.75;46,207
Oct 16, 2017;440.00;442.75;435.50;436.50;436.50;46,504
Oct 13, 2017;430.75;440.75;430.50;439.50;439.50;52,24
Oct 12, 2017;432.50;437.75;428.00;430.50;430.50;74,22
Oct 11, 2017;435.00;435.50;429.75;433.25;433.25;72,062
Oct 10, 2017;436.75;439.75;434.00;435.25;435.25;54,05
Oct 09, 2017;444.00;445.75;435.50;436.00;436.00;59,165
Oct 06, 2017;440.50;444.75;438.75;443.50;443.50;47,87
Oct 05, 2017;443.25;444.00;438.00;440.75;440.75;57,909
Oct 04, 2017;448.75;449.25;441.50;442.00;442.00;57,486
Oct 03, 2017;445.00;450.50;443.25;448.00;448.00;81,89
Oct 02, 2017;446.50;448.50;439.50;444.75;444.75;75,645
Sep 29, 2017;455.50;459.00;446.25;448.25;448.25;93,111
Sep 28, 2017;462.00;462.00;454.00;455.00;455.00;57,166
Sep 27, 2017;454.00;462.75;449.00;461.50;461.50;74,383
Sep 26, 2017;453.50;460.75;451.50;453.75;453.75;70,89
Sep 25, 2017;448.00;454.75;444.00;454.00;454.00;64,118
Sep 22, 2017;452.50;455.00;448.00;449.50;449.50;58,488
Sep 21, 2017;451.75;454.50;445.50;452.50;452.50;61,678
Sep 20, 2017;443.25;452.00;442.75;449.75;449.75;62,184
Sep 19, 2017;442.75;446.75;435.75;443.00;443.00;71,986
Sep 18, 2017;448.50;450.75;442.25;443.50;443.50;54,102
Sep 15, 2017;443.50;450.25;440.75;449.00;449.00;60,896
Sep 14, 2017;428.25;428.25;428.25;428.25;428.25;64,496
Sep 13, 2017;426.00;426.00;420.75;420.75;420.75;4
Sep 12, 2017;415.00;419.50;415.00;419.50;419.50;18
Sep 11, 2017;417.75;418.50;412.25;412.25;412.25;17
Sep 08, 2017;415.75;415.75;412.50;413.75;413.75;48
Sep 07, 2017;421.00;421.00;412.00;413.50;413.50;126
Sep 06, 2017;425.00;428.00;421.00;421.75;421.75;148
Sep 05, 2017;428.25;433.50;428.00;430.50;430.50;410
Sep 01, 2017;410.75;421.75;408.75;420.50;420.50;610
Aug 31, 2017;403.50;411.00;402.75;410.25;410.25;1,462
Aug 30, 2017;403.00;407.00;400.00;403.50;403.50;12,502
Aug 29, 2017;400.50;404.00;394.50;402.75;402.75;22,855
Aug 28, 2017;406.25;410.00;398.75;400.00;400.00;25,836
Aug 25, 2017;409.00;412.75;408.50;409.50;409.50;26,934
Aug 24, 2017;403.25;411.25;400.75;409.00;409.00;32,187
Aug 23, 2017;402.50;408.50;401.25;403.25;403.25;31,826
Aug 22, 2017;410.75;413.00;402.00;402.25;402.25;33,255
Aug 21, 2017;414.50;418.75;408.75;409.50;409.50;26,381
Aug 18, 2017;414.00;417.75;412.00;416.00;416.00;34,048
Aug 17, 2017;419.50;422.25;412.25;414.00;414.00;51,298
Aug 16, 2017;429.50;435.75;417.00;419.25;419.25;72,242
Aug 15, 2017;440.00;440.25;428.00;429.50;429.50;71,502
Aug 14, 2017;436.50;441.75;431.00;441.00;441.00;73,545
Aug 11, 2017;441.50;444.00;434.50;439.25;439.25;89,532
Aug 10, 2017;459.50;462.00;439.25;440.50;440.50;103,449
Aug 09, 2017;457.25;461.50;454.00;459.50;459.50;76,42
Aug 08, 2017;463.75;468.00;454.75;457.00;457.00;92,366
Aug 07, 2017;457.75;464.00;454.25;463.50;463.50;71,287
Aug 04, 2017;457.75;461.50;453.50;454.75;454.75;56,076
Aug 03, 2017;461.00;463.75;454.25;457.75;457.75;63,497
Aug 02, 2017;462.00;466.75;455.75;460.75;460.75;82,583
Aug 01, 2017;469.00;478.00;460.50;461.25;461.25;83,058
Jul 31, 2017;478.75;480.75;471.50;474.50;474.50;54,205
Jul 28, 2017;480.25;489.25;478.00;481.00;481.00;49,702
Jul 27, 2017;478.25;485.50;477.50;479.75;479.75;47,248
Jul 26, 2017;476.00;481.00;473.00;477.75;477.75;58,005
Jul 25, 2017;494.75;495.25;473.25;474.00;474.00;93,082
Jul 24, 2017;496.25;496.50;483.00;488.75;488.75;90,517
Jul 21, 2017;506.50;510.25;497.50;499.25;499.25;72,396
Jul 20, 2017;504.50;508.25;495.00;505.75;505.75;68,993
Jul 19, 2017;504.00;509.00;500.00;503.00;503.00;71,108
Jul 18, 2017;509.00;517.75;503.00;503.75;503.75;76,02
Jul 17, 2017;509.50;512.00;502.75;506.00;506.00;60,38
Jul 14, 2017;494.75;494.75;494.75;494.75;494.75;71,746
Jul 13, 2017;516.00;516.00;495.50;495.50;495.50;9
Jul 12, 2017;533.50;534.25;521.50;522.50;522.50;145
Jul 11, 2017;531.25;535.50;528.50;535.50;535.50;46
Jul 10, 2017;530.75;531.00;530.50;530.50;530.50;62
Jul 07, 2017;515.75;524.00;514.50;515.25;515.25;102
Jul 06, 2017;519.00;528.75;519.00;519.00;519.00;199
Jul 05, 2017;544.50;553.50;517.50;539.25;539.25;488
Jul 03, 2017;518.25;539.00;518.25;536.75;536.75;1,127
Jun 30, 2017;480.25;511.50;480.25;511.00;511.00;3,794
Jun 29, 2017;457.00;483.75;456.25;480.25;480.25;30,879
Jun 28, 2017;453.50;459.25;451.50;457.25;457.25;23,422
Jun 27, 2017;450.00;457.00;449.25;453.25;453.25;28,315
Jun 26, 2017;458.00;460.75;449.25;450.00;450.00;42,687
Jun 23, 2017;464.75;467.00;459.00;459.75;459.75;58,267
Jun 22, 2017;464.50;465.25;455.50;461.25;461.25;62,654
Jun 21, 2017;473.50;473.75;463.50;464.50;464.50;71,144
Jun 20, 2017;469.00;474.75;463.00;472.50;472.50;85,159
Jun 19, 2017;463.75;473.25;458.50;467.00;467.00;111,586
Jun 16, 2017;456.00;468.50;455.50;465.25;465.25;117,468
Jun 15, 2017;443.00;457.25;437.25;453.75;453.75;115,587
Jun 14, 2017;445.00;452.25;441.75;443.00;443.00;102,3
Jun 13, 2017;437.25;446.25;436.75;445.00;445.00;101,356
Jun 12, 2017;443.25;444.00;431.25;434.00;434.00;110,89
Jun 09, 2017;448.75;454.25;443.75;445.75;445.75;119,222
Jun 08, 2017;447.25;455.75;446.00;449.25;449.25;138,856
Jun 07, 2017;438.00;448.75;437.50;444.75;444.75;128,326
Jun 06, 2017;429.25;440.75;429.25;435.75;435.75;104,056
Jun 05, 2017;428.75;433.25;425.50;429.50;429.50;78,886
Jun 02, 2017;428.00;434.00;426.50;429.50;429.50;54,076
Jun 01, 2017;429.50;431.25;421.25;429.00;429.00;73,752
May 31, 2017;433.50;436.25;428.25;429.25;429.25;66,676
May 30, 2017;438.50;439.25;426.25;429.50;429.50;77,245
May 26, 2017;430.25;439.00;429.25;438.25;438.25;48,908
May 25, 2017;431.50;436.00;430.25;430.75;430.75;43,992
May 24, 2017;429.25;433.00;427.50;432.50;432.50;46,732
May 23, 2017;433.50;435.75;428.00;429.50;429.50;65,2
May 22, 2017;437.00;442.50;434.00;434.25;434.25;68,282
May 19, 2017;425.25;436.75;425.25;435.25;435.25;54,65
May 18, 2017;429.25;429.25;421.25;425.75;425.75;66,127
May 17, 2017;423.00;432.25;421.50;427.00;427.00;63,689
May 16, 2017;423.25;426.00;420.25;424.25;424.25;73,173
May 15, 2017;430.25;431.00;421.50;423.25;423.25;67,802
May 12, 2017;445.25;445.25;416.25;425.00;425.00;48,739
May 11, 2017;425.75;434.00;425.75;426.00;426.00;13
May 10, 2017;424.00;424.00;420.75;424.00;424.00;27
May 09, 2017;421.00;423.25;420.50;421.75;421.75;30
May 08, 2017;426.00;426.00;418.00;418.00;418.00;60
May 05, 2017;428.00;428.00;427.50;427.50;427.50;9
May 04, 2017;442.00;442.00;425.75;426.00;426.00;351
May 03, 2017;442.00;443.00;440.00;443.00;443.00;602
May 02, 2017;445.75;450.75;440.00;441.50;441.50;233
May 01, 2017;423.75;442.75;423.75;442.75;442.75;1,08
Apr 28, 2017;413.00;418.50;413.00;418.50;418.50;2,487
Apr 27, 2017;407.00;415.00;406.00;413.50;413.50;25,256
Apr 26, 2017;409.00;413.75;405.75;407.75;407.75;31,169
Apr 25, 2017;402.75;411.00;398.50;408.75;408.75;50,47
Apr 24, 2017;406.50;408.50;401.25;402.50;402.50;37,648
Apr 21, 2017;406.00;408.00;400.00;405.00;405.00;77,283
Apr 20, 2017;418.00;421.75;405.25;406.25;406.25;72,667
Apr 19, 2017;421.50;425.75;417.50;419.00;419.00;59,271
Apr 18, 2017;421.75;423.75;419.00;422.50;422.50;67,014
Apr 17, 2017;430.25;431.25;419.75;421.00;421.00;67,54
Apr 13, 2017;432.50;436.00;428.75;429.75;429.75;102,775
Apr 12, 2017;433.75;436.50;431.50;433.25;433.25;111,957
Apr 11, 2017;428.00;434.75;423.75;433.25;433.25;143,518
Apr 10, 2017;423.75;429.00;422.50;428.75;428.75;83,114
Apr 07, 2017;422.75;425.25;419.50;424.00;424.00;89,806
Apr 06, 2017;429.00;430.75;421.75;423.25;423.25;51,898
Apr 05, 2017;427.25;430.50;425.00;429.75;429.75;69,263
Apr 04, 2017;426.75;432.25;425.75;427.00;427.00;59,636
Apr 03, 2017;430.25;434.00;427.00;427.75;427.75;72,143
Mar 31, 2017;422.00;432.25;416.50;426.50;426.50;97,629
Mar 30, 2017;425.50;426.25;419.50;421.00;421.00;55,136
Mar 29, 2017;424.00;427.50;422.50;425.50;425.50;54,185
